;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry;dst_center;vist_dist;trams_dist;cena_za_metr2
258;Dębniki mieszkanie 2 pokoje;Kraków , Dębniki;2 pokoje;499000.0;52.0;9596.0;https://www.otodom.pl/oferta/debniki-mieszkanie-2-pokoje-ID44tGa.html#bf808082ef;2020-02-05 18:36:37.691346;Dębnicki;Kraków, Kraków , Dębniki, Dębnicki;Park Dębnicki, Dębniki, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024);1973;147.50905019145674;346.35659507003743;9596.0
259;Duże, jasne mieszkanie w centrum Krakowa;Kraków , Stare Miasto;3 pokoje;1350000.0;96.0;14063.0;https://www.otodom.pl/oferta/duze-jasne-mieszkanie-w-centrum-krakowa-ID43lQP.html#bf808082ef;2020-02-05 18:36:37.691346;Krakowa;Kraków, Kraków , Stare Miasto, Krakowa;Muzeum Historyczne Miasta Krakowa, 35, Rynek Główny, Stare Miasto, Kraków, województwo małopolskie, 31-013, Polska;(50.0627747, 19.936496, 0.0);50.06277470000001;19.936496;0.0;POINT (567007.8599429791 244365.8735910403);225;945.9751988803415;250.9157178106114;14063.0
260;3 pokoje + kuchnia - 6m balkon - Krowodrza Górka;Kraków , Krowodrza;3 pokoje;430000.0;47.0;9149.0;https://www.otodom.pl/oferta/3-pokoje-kuchnia-6m-balkon-krowodrza-gorka-ID44pWt.html#bf808082ef;2020-02-05 18:36:37.691346;Góra;Kraków, Kraków , Krowodrza, Góra;"Pizzeria ""Góra Olimp"", Karola Szymanowskiego, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-047, Polska";(50.0666506, 19.9227287, 0.0);50.0666506;19.9227287;0.0;POINT (566017.4812262914 244784.4240706321);1258;1380.98093588835;380.57707065749725;9149.0
261;2 pokoje, 35m2, Wrocławska, Balkon, Po remoncie.;Kraków , Krowodrza;2 pokoje;430000.0;35.0;12286.0;https://www.otodom.pl/oferta/2-pokoje-35m2-wroclawska-balkon-po-remoncie-ID44evJ.html#bf808082ef;2020-02-05 18:36:37.691346;Wrocławska;Kraków, Kraków , Krowodrza, Wrocławska;Wrocławska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-006, Polska;(50.0764315, 19.9281731, 0.0);50.0764315;19.9281731;0.0;POINT (566393.4934839678 245876.3961282093);1854;2380.093199058222;680.2580438562595;12286.0
262;Mieszkanie, 34,99 m², Kraków;Kraków , Nowa Huta, Czyżyny;2 pokoje;359000.0;34.99;10260.0;https://www.otodom.pl/oferta/mieszkanie-34-99-m-krakow-ID44tDt.html#bf808082ef;2020-02-05 18:36:37.695409;"""Kraków""";"Kraków, Kraków , Nowa Huta, Czyżyny, ""Kraków""";Urząd Pocztowy Kraków 57, 11A, Osiedle Kolorowe, Nowa Huta, Kraków, województwo małopolskie, 31-967, Polska;(50.0738368, 20.0272991, 0.0);50.0738368;20.0272991;0.0;POINT (573487.9513011506 245680.7984396173);6532;1780.3888843272655;187.6885622690554;10260.0
263;Mieszkanie, 35,30 m², Kraków;Kraków , Nowa Huta, Czyżyny;2 pokoje;389000.0;35.3;11020.0;https://www.otodom.pl/oferta/mieszkanie-35-30-m-krakow-ID44tDs.html#bf808082ef;2020-02-05 18:36:37.695409;"""Kraków""";"Kraków, Kraków , Nowa Huta, Czyżyny, ""Kraków""";Urząd Pocztowy Kraków 57, 11A, Osiedle Kolorowe, Nowa Huta, Kraków, województwo małopolskie, 31-967, Polska;(50.0738368, 20.0272991, 0.0);50.0738368;20.0272991;0.0;POINT (573487.9513011506 245680.7984396173);6532;1780.3888843272655;187.6885622690554;11020.0
264;Mieszkanie, 22,64 m², Kraków;Kraków , Krowodrza;1 pokój;294297.0;22.64;12999.0;https://www.otodom.pl/oferta/mieszkanie-22-64-m-krakow-ID44tDn.html#bf808082ef;2020-02-05 18:36:37.695409;"""Kraków""";"Kraków, Kraków , Krowodrza, ""Kraków""";Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska;(50.0707757, 19.9248071, 0.0);50.07077570000001;19.9248071;0.0;POINT (566160.5045714349 245244.7674069274);1438;1786.519473198859;152.81512099794003;12999.0
265;Mieszkanie, 22,68 m², Kraków;Kraków , Krowodrza;1 pokój;294297.0;22.68;12976.0;https://www.otodom.pl/oferta/mieszkanie-22-68-m-krakow-ID44tDo.html#bf808082ef;2020-02-05 18:36:37.695409;"""Kraków""";"Kraków, Kraków , Krowodrza, ""Kraków""";Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska;(50.0707757, 19.9248071, 0.0);50.07077570000001;19.9248071;0.0;POINT (566160.5045714349 245244.7674069274);1438;1786.519473198859;152.81512099794003;12976.0
266;Wola Justowska 2 pokojowe z garażem blisko Parku;Kraków , Zwierzyniec, Wola Justowska;2 pokoje;545000.0;45.0;12111.0;https://www.otodom.pl/oferta/wola-justowska-2-pokojowe-z-garazem-blisko-parku-ID44tD8.html#bf808082ef;2020-02-05 18:36:37.695409;Justowska;Kraków, Kraków , Zwierzyniec, Wola Justowska, Justowska;FUP Kraków 23, 238, Królowej Jadwigi, Zwierzyniec, Kraków, województwo małopolskie, 30-220, Polska;(50.0650619, 19.877649, 0.0);50.0650619;19.877649;0.0;POINT (562794.3317268024 244568.9814333031);4332;2372.3366226292233;1855.6753774539895;12111.0
267;Mieszkanie, 38 m², Kraków;Kraków , Bronowice;1 pokój;430000.0;38.0;11316.0;https://www.otodom.pl/oferta/mieszkanie-38-m-krakow-ID44tBQ.html#bf808082ef;2020-02-05 18:36:37.695409;"""Kraków""";"Kraków, Kraków , Bronowice, ""Kraków""";Kraków Mydlniki, Generała Bolesława Wieniawy-Długoszowskiego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-149, Polska;(50.0835967, 19.8596997, 0.0);50.0835967;19.8596997;0.0;POINT (561486.3987794621 246614.2021077145);6127;4382.288756366058;1602.0884343832315;11316.0
268;Mieszkanie Kraków, Górka Narodowa, 2 pokoje.;Kraków , Prądnik Biały, Górka Narodowa;2 pokoje;414450.0;46.05;9000.0;https://www.otodom.pl/oferta/mieszkanie-krakow-gorka-narodowa-2-pokoje-ID44tBh.html#bf808082ef;2020-02-05 18:36:37.695409;Góra;Kraków, Kraków , Prądnik Biały, Górka Narodowa, Góra;"Schron amunicyjny ""Łysa Góra"", Węgrzecka, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-242, Polska";(50.105246, 19.96920205268595, 0.0);50.105246;19.96920205268595;0.0;POINT (569286.7417427578 249116.4023994775);5400;5150.638415606395;2237.8310661863047;9000.0
269;Rakowicka 22C - Steam Park - 39m2 - 2 pokoje;Kraków , Stare Miasto;2 pokoje;600000.0;39.0;15385.0;https://www.otodom.pl/oferta/rakowicka-22c-steam-park-39m2-2-pokoje-ID43VLl.html#ae3e9cdf13;2020-02-05 18:36:38.545553;Rakowicka;Kraków, Kraków , Stare Miasto, Rakowicka;Rakowicka, Warszawskie, Grzegórzki, Kraków, województwo małopolskie, 31-511, Polska;(50.068229, 19.9525984, 0.0);50.068229;19.9525984;0.0;POINT (568152.2658953031 244986.6823723251);1316;1770.1987187994741;16.490531476898568;15000.0
270;65m2, 3-pok, 29 Listopada, Bez Pcc;Kraków , Prądnik Biały;3 pokoje;480898.0;65.37;7357.0;https://www.otodom.pl/oferta/65m2-3-pok-29-listopada-bez-pcc-ID438Wq.html#ae3e9cdf13;2020-02-05 18:36:38.549557;Listopada;Kraków, Kraków , Prądnik Biały, Listopada;Aleja 29 Listopada, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska;(50.0979605, 19.9622715, 0.0);50.0979605;19.9622715;0.0;POINT (568801.7304189435 248300.2085534371);4460;4522.220981726807;2403.0855074389237;7357.0
271;Prądnik Biały - 4 pokoje, osobna jasna kuchnia;Kraków , Prądnik Biały;4 pokoje;519000.0;70.5;7362.0;https://www.otodom.pl/oferta/pradnik-bialy-4-pokoje-osobna-jasna-kuchnia-ID44tzK.html#ae3e9cdf13;2020-02-05 18:36:38.549557;Prądnika;Kraków, Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648);3900;4500.190004032419;779.7765063162345;7362.0
272;79m2 3pok z z garażem i piwnicą -Dobrego Pasterza;Kraków , Prądnik Czerwony;3 pokoje;620000.0;79.0;7848.0;https://www.otodom.pl/oferta/79m2-3pok-z-z-garazem-i-piwnica-dobrego-pasterza-ID43OY6.html#ae3e9cdf13;2020-02-05 18:36:38.549557;Pasterza;Kraków, Kraków , Prądnik Czerwony, Pasterza;Kościół pw. Pana Jezusa Dobrego Pasterza, 4, Dobrego Pasterza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-416, Polska;(50.08851445, 19.95839608107648, 0.0);50.08851445;19.958396081076483;0.0;POINT (568538.1184385556 247246.7144761141);3388;3697.5388207302503;1588.1400480350544;7848.0
273;Dietla, Idealne Mieszkanie Pod Inwestycje;Kraków , Stare Miasto, Kazimierz;2 pokoje;432000.0;36.0;12000.0;https://www.otodom.pl/oferta/dietla-idealne-mieszkanie-pod-inwestycje-ID44tza.html#ae3e9cdf13;2020-02-05 18:36:38.549557;Dietla;Kraków, Kraków , Stare Miasto, Kazimierz, Dietla;Józefa Dietla, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-073, Polska;(50.0567601, 19.9459666, 0.0);50.05676010000001;19.9459666;0.0;POINT (567693.9498912425 243705.8885859372);739;908.0987277236558;55.58536139932859;12000.0
274;Bieńczyce , 2 pokoje 37m2;Kraków , Bieńczyce;2 pokoje;285000.0;35.0;8143.0;https://www.otodom.pl/oferta/bienczyce-2-pokoje-37m2-ID44tvg.html#ae3e9cdf13;2020-02-05 18:36:38.549557;Bieńczyckie;Kraków, Kraków , Bieńczyce, Bieńczyckie;Planty Bieńczyckie, Bieńczyce, Kraków, województwo małopolskie, 31-845, Polska;(50.08937935, 20.011360169078962, 0.0);50.08937935;20.01136016907896;0.0;POINT (572324.3890057353 247392.7915977798);6113;3468.458709960615;457.798506212582;8143.0
275;Zabłocie, Pasaż Podgórski IV, Studio/ Eng;Kraków , Podgórze;1 pokój;395109.0;27.63;14300.0;https://www.otodom.pl/oferta/zablocie-pasaz-podgorski-iv-studio-eng-ID44tv7.html#ae3e9cdf13;2020-02-05 18:36:38.553557;Zabłocie;Kraków, Kraków , Podgórze, Zabłocie;Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-705, Polska;(50.0510909, 19.9735024, 0.0);50.0510909;19.9735024;0.0;POINT (569672.6048377061 243101.0676127635);2764;85.35957135312616;481.0420837789601;14300.0
276;Borek Fałęcki | Zdunów | 3 pok | Eng;Kraków , Łagiewniki-Borek Fałęcki;3 pokoje;489000.0;60.0;8150.0;https://www.otodom.pl/oferta/borek-falecki-zdunow-3-pok-eng-ID44ttL.html#ae3e9cdf13;2020-02-05 18:36:38.553557;Fałęcka;Kraków, Kraków , Łagiewniki-Borek Fałęcki, Fałęcka;Fałęcka, Kliny Zacisze, Swoszowice, Kraków, województwo małopolskie, 30-441, Polska;(50.0046277, 19.909446, 0.0);50.0046277;19.909446;0.0;POINT (565151.0468464538 237878.9606300257);6592;3850.6463814443673;1550.2947609951373;8150.0
277;mieszkanie w apartamentowcu na Kazimierzu, 2 pok.;Kraków , Stare Miasto;2 pokoje;850000.0;67.67;12561.0;https://www.otodom.pl/oferta/mieszkanie-w-apartamentowcu-na-kazimierzu-2-pok-ID3Zasg.html#ae3e9cdf13;2020-02-05 18:36:38.553557;Kazimierza;Kraków, Kraków , Stare Miasto, Kazimierza;Kościół pw. Świętego Kazimierza Królewicza, 4, Reformacka, Stare Miasto, Kraków, województwo małopolskie, 31-012, Polska;(50.0648696, 19.936230887154693, 0.0);50.0648696;19.936230887154693;0.0;POINT (566985.9733360073 244598.4836738249);448;1158.4511780145535;228.73946884946844;12561.0
278;Kawalerka inwestycyjna - Retoryka - 32m2;Kraków , Stare Miasto;1 pokój;464000.0;32.0;14500.0;https://www.otodom.pl/oferta/kawalerka-inwestycyjna-retoryka-32m2-ID42G8S.html#ae3e9cdf13;2020-02-05 18:36:38.553557;Retoryka;Kraków, Kraków , Stare Miasto, Retoryka;Retoryka, Nowy Świat, Stare Miasto, Kraków, województwo małopolskie, 31-100, Polska;(50.0580305, 19.9286712, 0.0);50.0580305;19.9286712;0.0;POINT (566454.5446855853 243831.5687924167);743;343.6777754281141;273.08858182042496;14500.0
279;3 niezależne pokoje - Os. Kombatantów - 62m2;Kraków , Mistrzejowice;3 pokoje;430000.0;62.0;6935.0;https://www.otodom.pl/oferta/3-niezalezne-pokoje-os-kombatantow-62m2-ID44gKX.html#ae3e9cdf13;2020-02-05 18:36:38.553557;Kombatantów;Kraków, Kraków , Mistrzejowice, Kombatantów;Osiedle Kombatantów, Mistrzejowice, Kraków, województwo małopolskie, 31-630, Polska;(50.0925382, 20.00902871768482, 0.0);50.09253820000001;20.00902871768482;0.0;POINT (572152.9218189595 247741.6425429918);6164;3844.104556715144;257.6256944257338;6935.0
280;Mieszkanie, 76,36 m², Kraków;Kraków , Podgórze Duchackie, Wola Duchacka;4 pokoje;610880.0;76.36;8000.0;https://www.otodom.pl/oferta/mieszkanie-76-36-m-krakow-ID44ts3.html#ae3e9cdf13;2020-02-05 18:36:38.557557;"""Kraków""";"Kraków, Kraków , Podgórze Duchackie, Wola Duchacka, ""Kraków""";Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska;(50.0293189, 19.9462275, 0.0);50.0293189;19.9462275;0.0;POINT (567751.2342442736 240656.0522081703);3571;1693.0379935073563;671.4454283868005;8000.0
281;Mieszkanie, 53,02 m², Kraków;Kraków , Podgórze Duchackie, Wola Duchacka;3 pokoje;461274.0;53.02;8700.0;https://www.otodom.pl/oferta/mieszkanie-53-02-m-krakow-ID44ts4.html#ae3e9cdf13;2020-02-05 18:36:38.557557;"""Kraków""";"Kraków, Kraków , Podgórze Duchackie, Wola Duchacka, ""Kraków""";Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska;(50.0293189, 19.9462275, 0.0);50.0293189;19.9462275;0.0;POINT (567751.2342442736 240656.0522081703);3571;1693.0379935073563;671.4454283868005;8700.0
282;Mieszkanie, 45,08 m², Kraków;Kraków , Podgórze Duchackie, Wola Duchacka;2 pokoje;383180.0;45.08;8500.0;https://www.otodom.pl/oferta/mieszkanie-45-08-m-krakow-ID44ts5.html#ae3e9cdf13;2020-02-05 18:36:38.557557;"""Kraków""";"Kraków, Kraków , Podgórze Duchackie, Wola Duchacka, ""Kraków""";Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska;(50.0293189, 19.9462275, 0.0);50.0293189;19.9462275;0.0;POINT (567751.2342442736 240656.0522081703);3571;1693.0379935073563;671.4454283868005;8500.0
283;3 pokoje | Czyżewskiego | Centrum | garaż;Kraków , Krowodrza;3 pokoje;680000.0;63.0;10794.0;https://www.otodom.pl/oferta/3-pokoje-czyzewskiego-centrum-garaz-ID44tj3.html#ae3e9cdf13;2020-02-05 18:36:38.557557;Czyżewskiego;Kraków, Kraków , Krowodrza, Czyżewskiego;Tytusa Czyżewskiego, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-316, Polska;(50.0813934, 19.9118111, 0.0);50.0813934;19.9118111;0.0;POINT (565216.3828518249 246413.4992375178);2939;3189.9269164688053;745.9652777283244;10794.0
284;Bieńczyce - kawalerka do zamieszkania;Kraków , Bieńczyce;1 pokój;238000.0;25.0;9520.0;https://www.otodom.pl/oferta/bienczyce-kawalerka-do-zamieszkania-ID44s0u.html#343b26b66a;2020-02-05 18:36:39.513506;Bieńczyckie;Kraków, Kraków , Bieńczyce, Bieńczyckie;Planty Bieńczyckie, Bieńczyce, Kraków, województwo małopolskie, 31-845, Polska;(50.08937935, 20.011360169078962, 0.0);50.08937935;20.01136016907896;0.0;POINT (572324.3890057353 247392.7915977798);6113;3468.458709960615;457.798506212582;9520.0
285;Mieszkanie z dużym ogródkiem w Nowym Bieżanowie;Kraków , Bieżanów-Prokocim, Bieżanów;2 pokoje;497000.0;48.12;10328.0;https://www.otodom.pl/oferta/mieszkanie-z-duzym-ogrodkiem-w-nowym-biezanowie-ID42wvA.html#343b26b66a;2020-02-05 18:36:39.513506;Nowy;Kraków, Kraków , Bieżanów-Prokocim, Bieżanów, Nowy;Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska;(50.0160061, 20.0372002, 0.0);50.0160061;20.0372002;0.0;POINT (574285.4193550048 239262.7663871311);8673;3478.3874484448825;996.8410607181467;10328.0
286;3-pokojowy apartament, Ruczaj ul.Bunscha, bez Pcc!;Kraków , Dębniki, Ruczaj;3 pokoje;675000.0;63.0;10714.0;https://www.otodom.pl/oferta/3-pokojowy-apartament-ruczaj-ul-bunscha-bez-pcc-ID44tnz.html#343b26b66a;2020-02-05 18:36:39.513506;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163;10714.0
287;2pokoje/40m2/Łagiewniki-Bf/Cegielniana/ul.Do Wilgi;Kraków , Łagiewniki-Borek Fałęcki, Cegielniana;2 pokoje;360000.0;40.0;9000.0;https://www.otodom.pl/oferta/2pokoje-40m2-lagiewniki-bf-cegielniana-ul-do-wilgi-ID44lbA.html#343b26b66a;2020-02-05 18:36:39.513506;Wilgi;Kraków, Kraków , Łagiewniki-Borek Fałęcki, Cegielniana, Wilgi;Park rzeczny Wilgi, Osiedle Cegielniana, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, Polska;(50.02716505, 19.927239286966902, 0.0);50.02716505;19.927239286966905;0.0;POINT (566394.6413695171 240399.6172999749);3840;2119.1156921533834;382.5915401642281;9000.0
288;Z potencjałem 52m2 - do remontu, Prądnik Czerwony;Kraków , Prądnik Czerwony;2 pokoje;370000.0;51.51;7183.0;https://www.otodom.pl/oferta/z-potencjalem-52m2-do-remontu-pradnik-czerwony-ID44tkS.html#343b26b66a;2020-02-05 18:36:39.513506;Prądnika;Kraków, Kraków , Prądnik Czerwony, Prądnika;Enklawa Prądnika, Prądnik Czerwony, Kraków, województwo małopolskie, Polska;(50.0933468, 19.98679355896063, 0.0);50.0933468;19.986793558960628;0.0;POINT (570561.786040339 247810.2744327188);5006;3677.9595062709154;707.4642569890632;7183.0
289;Słoneczne mieszkanie przy G. Morcinka;Kraków , Nowa Huta;2 pokoje;289000.0;39.0;7410.0;https://www.otodom.pl/oferta/sloneczne-mieszkanie-przy-g-morcinka-ID44tkg.html#343b26b66a;2020-02-05 18:36:39.513506;Słoneczne;Kraków, Kraków , Nowa Huta, Słoneczne;Osiedle Słoneczne, Nowa Huta, Kraków, województwo małopolskie, Polska;(50.0776057, 20.0420898, 0.0);50.0776057;20.042089800000007;0.0;POINT (574540.1416298149 246114.3636779059);7655;2657.023499640696;452.76514883786723;7410.0
290;Nowa inwestycja - Kraków - Bronowice;Kraków , Bronowice;4 pokoje;632232.0;75.78;8343.0;https://www.otodom.pl/oferta/nowa-inwestycja-krakow-bronowice-ID44tkb.html#343b26b66a;2020-02-05 18:36:39.517505;"""Kraków""";"Kraków, Kraków , Bronowice, ""Kraków""";Kraków Mydlniki, Generała Bolesława Wieniawy-Długoszowskiego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-149, Polska;(50.0835967, 19.8596997, 0.0);50.0835967;19.8596997;0.0;POINT (561486.3987794621 246614.2021077145);6127;4382.288756366058;1602.0884343832315;8343.0
291;Nowa inwestycja ul. Łokietka;Kraków , Prądnik Biały;3 pokoje;452819.0;62.03;7300.0;https://www.otodom.pl/oferta/nowa-inwestycja-ul-lokietka-ID44tka.html#796416eaf4;2020-02-05 18:36:40.352088;Łokietka;Kraków, Kraków , Prądnik Biały, Łokietka;Łokietka, Władysława Łokietka, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-279, Polska;(50.085377, 19.9235123, 0.0);50.085377;19.9235123;0.0;POINT (566047.8126358264 246866.5586777506);2901;3402.5943313146036;663.6541712932019;7300.0
292;Nowa inwestycja - Mistrzejowice;Kraków , Mistrzejowice;3 pokoje;368358.0;50.46;7300.0;https://www.otodom.pl/oferta/nowa-inwestycja-mistrzejowice-ID44tk7.html#796416eaf4;2020-02-05 18:36:40.352088;Mistrzejowicka;Kraków, Kraków , Mistrzejowice, Mistrzejowicka;Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska;(50.094553, 20.0276976, 0.0);50.09455300000001;20.027697600000003;0.0;POINT (573484.7766830486 247983.7896609381);7409;4036.62232110354;669.849927117978;7300.0
293;Mieszkanie, 88,01 m², Kraków;Kraków , Zwierzyniec, Wola Justowska;3 pokoje;1188684.0;88.01;13506.0;https://www.otodom.pl/oferta/mieszkanie-88-01-m-krakow-ID44tk5.html#796416eaf4;2020-02-05 18:36:40.352088;"""Kraków""";"Kraków, Kraków , Zwierzyniec, Wola Justowska, ""Kraków""";FUP Kraków 23, 238, Królowej Jadwigi, Zwierzyniec, Kraków, województwo małopolskie, 30-220, Polska;(50.0650619, 19.877649, 0.0);50.0650619;19.877649;0.0;POINT (562794.3317268024 244568.9814333031);4332;2372.3366226292233;1855.6753774539895;13506.0
294;Gotowy apartament-Wola Justowska, nowa inwestycja.;Kraków , Zwierzyniec, Wola Justowska;3 pokoje;1722300.0;84.52;20377.0;https://www.otodom.pl/oferta/gotowy-apartament-wola-justowska-nowa-inwestycja-ID44tk2.html#796416eaf4;2020-02-05 18:36:40.352088;Justowska;Kraków, Kraków , Zwierzyniec, Wola Justowska, Justowska;FUP Kraków 23, 238, Królowej Jadwigi, Zwierzyniec, Kraków, województwo małopolskie, 30-220, Polska;(50.0650619, 19.877649, 0.0);50.0650619;19.877649;0.0;POINT (562794.3317268024 244568.9814333031);4332;2372.3366226292233;1855.6753774539895;15000.0
295;2 pokoje, 51,38m, Mistrzejowice;Kraków , Mistrzejowice;2 pokoje;429000.0;51.38;8350.0;https://www.otodom.pl/oferta/2-pokoje-51-38m-mistrzejowice-ID44ti4.html#796416eaf4;2020-02-05 18:36:40.356132;Mistrzejowicka;Kraków, Kraków , Mistrzejowice, Mistrzejowicka;Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska;(50.094553, 20.0276976, 0.0);50.09455300000001;20.027697600000003;0.0;POINT (573484.7766830486 247983.7896609381);7409;4036.62232110354;669.849927117978;8350.0
